patient_id,coordinates,cluster_id
42624,"(-1.082181980189593, 1.5918244557516805)",16
42625,"(-2.101088557350537, 6.963706483302307)",3
42626,"(2.856958072905207, -0.07107258824992269)",1
42627,"(-3.7666435994847856, 5.582131019805835)",15
42628,"(9.335422337934306, 5.26351452053744)",10
42629,"(2.987526760009632, 4.2591919009925325)",0
42630,"(-7.00280498310279, 4.237284145511663)",12
42631,"(6.681441010961449, 8.527428980270916)",9
42632,"(8.295853694289965, -0.9297117024649395)",4
42633,"(-8.556223275602457, 1.4907597253919682)",12
42634,"(8.648145921052635, 3.628180187674821)",19
42635,"(5.055153793536874, 6.513985188406954)",9
42636,"(-0.4909513314291911, 1.840514245472032)",2
42637,"(-7.847724944100415, 9.447314251085608)",13
42638,"(7.267519254295378, -1.0482207856279382)",5
42639,"(-2.707011686928164, 1.9089761968482646)",2
42640,"(-4.5311078446795925, 6.535740813957937)",15
42641,"(-10.925119781103122, 5.495835685870627)",8
42642,"(3.797136400198604, 2.029010867904944)",1
42643,"(-4.481500588179238, 6.334678286850651)",15
42644,"(4.625243901203913, 8.259731396383268)",9
42645,"(-1.309498845374776, 8.005880968083224)",3
42646,"(0.8134504799094107, 1.598245252156758)",16
42647,"(2.0107208458813934, 3.777122833449901)",18
42648,"(9.667989081023068, 5.6021090401906335)",10
42649,"(1.9832039034655857, 4.788467615400016)",0
42650,"(-7.464069842205982, 1.8074027331464544)",17
42651,"(0.6283579292203425, 4.46013629655237)",0
42652,"(-0.26629119676734525, -2.5529450874110076)",14
42653,"(-0.8103073909232247, 3.2785041941129434)",16
42654,"(7.086210183104604, 0.5825340433360804)",5
42655,"(-0.28139789037680896, 5.219087703174306)",11
42656,"(-1.198812250153942, 1.5548387617902186)",2
42657,"(7.208972167621253, 0.4866951679653493)",5
42658,"(-1.3375030346257053, 3.461215625735382)",0
42659,"(-4.469086707835836, 6.51286467882821)",15
42660,"(8.29541191208859, 2.54756888560484)",19
42661,"(7.935391092850891, 4.453896625757272)",19
42662,"(-10.515203442250394, 3.0632539838480843)",17
42663,"(3.3079935694292946, 1.9459683900780216)",18
42664,"(3.173279701742911, 0.528344299947531)",1
42665,"(-0.7603787480972444, 8.678115716991327)",3
42666,"(2.084081846309029, 0.3410494538648152)",1
42667,"(-7.36366876294828, 4.803767918433463)",12
42668,"(9.99035877668783, 7.195629454678389)",10
42669,"(-9.008153533773273, -7.789182831580868)",7
42670,"(0.4514271832388055, 1.9176164095040635)",18
42671,"(6.143665969872262, 7.797687588830416)",9
42672,"(9.092795860740948, 3.566254873614646)",19
42673,"(-0.8478633747763685, 4.856543872259907)",2
42674,"(0.46623266979940425, -1.4450409163917382)",14
42675,"(-2.454326621452072, 5.9927586483005655)",3
42676,"(1.484967771236632, 3.0596788748230965)",18
42677,"(-6.146755392523735, 8.207225006663265)",13
42678,"(-2.813095531217736, 3.5457663649469726)",2
42679,"(0.700599543985938, 3.5940593616015017)",0
42680,"(6.475564138568391, 6.889420083477233)",9
42681,"(-8.103105567077325, 2.8483163516137076)",12
42682,"(2.473066710363904, 4.262503624099392)",18
42683,"(0.17680228288557936, -0.9769433086621945)",14
42684,"(4.258385736324261, 2.3765794031203034)",18
42685,"(-1.8279817639569942, 0.7669667011236243)",16
42686,"(-0.35732878098999155, 9.172133983671724)",3
42687,"(9.335802839699632, 4.925215359337635)",19
42688,"(-6.56105102528561, 9.50405169607746)",13
42689,"(-0.401718404941051, 1.8705560793474434)",16
42690,"(-8.824163610058024, 2.3875734755414113)",17
42691,"(-0.14669067141826742, 0.7321466928034056)",16
42692,"(4.743876875054836, -1.528873433271079)",5
42693,"(9.40407916244777, 4.544709748592817)",10
42694,"(-7.9596960230345495, -7.9640123994629395)",7
42695,"(6.457213560400001, 2.3333062453450486)",5
42696,"(-6.705208227266648, 3.816421762710511)",12
42697,"(-6.460118288036393, 2.4740905878134267)",12
42698,"(5.181203660776016, 1.9203392029783592)",5
42699,"(7.265780433353971, -1.1906576493982926)",4
42700,"(8.663559200727711, -2.991568059495682)",4
42701,"(-0.20262359784396355, -2.396986034092361)",14
42702,"(-5.086719435901709, 4.980569172610281)",15
42703,"(0.008187960881917089, 4.780855419805255)",0
42704,"(10.673729372388166, 4.983427459361556)",19
42705,"(-5.2942101975507185, 9.261456798069153)",13
42706,"(6.019319937921065, -1.2761230553514635)",5
42707,"(-8.723339335250703, 3.5494557305242154)",12
42708,"(10.587631787400975, -2.061471898128011)",4
42709,"(4.550791011399761, 3.284007577978555)",18
42710,"(-9.50584049966214, -7.717863233644543)",7
42711,"(-4.47540444629758, 6.036276015040042)",15
42712,"(7.308863374874167, 2.627099990540837)",19
42713,"(0.7219853461269705, -1.4459010990269392)",14
42714,"(-8.30414417295541, -8.604125676452377)",7
42715,"(0.36485609670090846, -2.672934230513416)",14
42716,"(10.290167361399222, 4.923895702885568)",10
42717,"(1.0130933121304309, -1.2388097434838174)",14
42718,"(2.494352995906593, 1.5649792711627275)",1
42719,"(-8.455562519326334, 2.040085897404561)",12
42720,"(0.6386602659682378, -2.4839068907729245)",14
42721,"(1.8574011756461273, 5.336776521968336)",0
42722,"(8.658176339540733, 4.868385476686907)",19
42723,"(-0.5042921978516073, 1.2992537162295346)",16
42724,"(-0.9691164407830537, -1.2380839318486399)",14
42725,"(-1.8929048242273119, 1.1805109248335721)",16
42726,"(-7.511612103596213, 7.468410861494636)",13
42727,"(8.975769369664322, 7.668042047055881)",10
42728,"(6.070851121939339, 0.8654504382390001)",5
42729,"(-0.10781663959576226, 8.77798515295915)",6
42730,"(2.3299312218724637, 8.131086912661623)",6
42731,"(1.8560843033597911, 8.590758019995386)",6
42732,"(0.6422071301831243, 5.211445952395155)",0
42733,"(-0.7139385186398766, 4.787192553755021)",11
42734,"(-6.6971594524982585, 9.273023320657552)",13
42735,"(-6.993787183463069, -8.003159423650578)",7
42736,"(6.268300928461806, 6.996775830629456)",9
42737,"(-8.214746823167792, 3.1234052468280127)",17
42738,"(10.083227425238226, 7.2687770489574355)",10
42739,"(-9.669111500227718, 1.7093196796792043)",17
42740,"(-6.588017456372106, 10.217406346671213)",13
42741,"(7.269493052344053, 0.31576229250696286)",5
42742,"(-10.917326088179463, 5.324045181290268)",8
42743,"(5.891742142253562, 0.21060283044522193)",5
42744,"(-2.7786299391085016, 2.932330154967307)",2
42745,"(-2.2222067482974053, -3.053886175611773)",14
42746,"(-6.526950901907205, 1.2176237789121045)",12
42747,"(9.454310039264284, 5.505014953939354)",19
42748,"(5.414903372474969, 6.987359200758834)",9
42749,"(-3.0851054632471095, 5.572471568230479)",11
42750,"(9.545737430414441, 3.2521027286436386)",19
42751,"(8.847369441654912, 4.60644760003297)",19
42752,"(2.0425728070059113, 1.6045225708063189)",18
42753,"(-0.4220920824902698, 1.6225416238088557)",16
42754,"(-9.405587929403442, 3.0544944501239444)",17
42755,"(10.746971687567475, -2.2178553726530357)",4
42756,"(-0.6591889473820035, 5.627786314008086)",11
42757,"(1.73270965407916, 7.983722499819188)",6
42758,"(5.958634007793144, 0.5719401123232671)",5
42759,"(2.221672146752913, 8.534936674695976)",6
42760,"(-4.289318233417339, 6.7236205021436355)",15
42761,"(0.9866193931127945, 5.023821086790043)",0
42762,"(9.07949799047938, 6.690481993337322)",10
42763,"(-0.6047543962820905, -0.053249173753829426)",1
42764,"(7.783571777164007, 6.518699137692602)",10
42765,"(-9.7619402378914, 8.087196592188057)",8
42766,"(1.5043209859515985, 1.9070542959420766)",18
42767,"(-9.039120036216957, 2.4455429531345487)",17
42768,"(9.12991032595438, 3.0364723381123793)",19
42769,"(7.783479196904059, -0.36423327500391656)",4
42770,"(-1.2633339801152417, 4.705286382538677)",0
42771,"(-0.9072705272648196, 5.271168040810402)",11
42772,"(-8.863402953418126, 2.9750307528315236)",12
42773,"(-1.7773754081565225, 6.561156800659912)",11
42774,"(-9.376744253667791, 1.3555293983707344)",17
42775,"(-1.037063466832742, 3.795370899472303)",11
42776,"(2.7617307139762346, 0.0588980019362042)",18
42777,"(-0.0056296145008840615, 2.940709659292685)",0
42778,"(-7.61524204916173, 3.7898603038174614)",12
42779,"(-7.976506751825532, -8.529784338115014)",7
42780,"(-0.9626304689513843, 1.2100536626571945)",2
42781,"(-0.5599378834919659, 5.992911900796347)",11
42782,"(0.40943509410076906, -0.9439581922592073)",14
42783,"(-7.955463477813298, -5.809788189399751)",7
42784,"(-1.6902528081830301, 6.12980513670474)",11
42785,"(-1.1210597234413537, 4.288334513966494)",2
42786,"(0.9455299259220538, 5.876967369332589)",11
42787,"(-0.2628511905687022, -2.402170087271477)",14
42788,"(-3.2382216370847035, 5.880952388928588)",15
42789,"(-6.510098606808871, 0.8671260285838966)",12
42790,"(5.613526954849699, 1.382481884275315)",5
42791,"(-0.08558784499252003, 2.7754271354393074)",16
42792,"(-9.998825525077848, 5.791763500538648)",8
42793,"(-0.0930438100710812, 0.6670153670781086)",16
42794,"(-1.5237924229478839, 2.308564811499327)",2
42795,"(11.149207854131728, 8.01679566598763)",10
42796,"(6.925034331730912, 2.2224443058291583)",5
42797,"(1.1791511229891167, 5.5504824683428255)",0
42798,"(6.148501626505398, 0.7275823196730666)",5
42799,"(-0.6592718478445183, -0.893005680989704)",14
42800,"(6.9566528104368, 0.6049922600060443)",5
42801,"(-10.027160969976814, 2.641312293346707)",17
42802,"(-10.20178363797915, 1.8137968247234963)",17
42803,"(9.439205973612276, 1.5234531136167262)",19
42804,"(-7.9347431630328, 7.0682148821798)",8
42805,"(-7.250113586961898, 9.043808946101942)",13
42806,"(0.5718610623327949, 7.572118868710524)",3
42807,"(8.760542081990183, 4.529997311578459)",19
42808,"(-0.9315389425119539, 3.4129197516891434)",2
42809,"(-1.5404772969311196, 3.9977707950417707)",11
42810,"(2.8596524684361895, 3.503203130974347)",18
42811,"(-0.6963536020653682, 6.207485572425921)",11
42812,"(5.389573994091829, -1.0736443729563752)",5
42813,"(-6.732072884261682, -9.768083454234294)",7
42814,"(0.47548272528330654, -3.1487151288365203)",14
42815,"(-9.821953269521927, -7.929227279512638)",7
42816,"(-5.338021638126185, 5.00960274215292)",15
42817,"(-8.834890608095801, 5.928031388878349)",8
42818,"(7.279120504879257, 2.3520916531711302)",5
42819,"(-8.873701111041115, 5.484737298111917)",8
42820,"(-7.186982198547184, 3.0698280480677207)",12
42821,"(-0.7163612295597537, 2.038339846376653)",16
42822,"(1.1906616366772453, 0.5785096577147295)",1
42823,"(-4.943153410934948, 4.312726507648438)",15
42824,"(5.195561355575829, 7.654807639627929)",9
42825,"(4.302092996994277, 7.380903023651468)",9
42826,"(1.8236784340280288, 4.1050674811396215)",0
42827,"(-1.1863833627214169, 5.965966099308709)",11
42828,"(-0.6232410447560728, 5.128177257792503)",0
42829,"(4.817710415349343, 7.68305686812133)",9
42830,"(-9.979020738705877, 1.4557598569332417)",17
42831,"(9.773895956631698, -1.1068318390398664)",4
42832,"(4.414460394433796, 7.6091312215182745)",9
42833,"(-6.283839555265924, 8.818023547537042)",13
42834,"(1.6260426538179655, -1.2627598837098906)",14
42835,"(10.734055376389673, -3.795274009161082)",4
42836,"(10.155629777680911, 5.742488763020865)",10
42837,"(-8.231333152075962, 2.556543843517044)",12
42838,"(4.336120767955997, -0.2248231431809451)",5
42839,"(9.673948989561676, 5.452210796580683)",10
42840,"(10.064357277409163, 3.27744875895233)",19
42841,"(-4.094363308964276, 5.2503002230176365)",15
42842,"(2.578732782002822, -0.36794045135320674)",1
42843,"(1.121074316629545, 9.58381058731023)",6
42844,"(-9.940188197107478, 5.223903554413869)",8
42845,"(-0.9906534788516139, 2.853681029598375)",2
42846,"(-7.546275012944015, 3.377078156450134)",12
42847,"(1.0297025192289542, 3.840551472135188)",0
42848,"(3.103854725030794, 1.6261483745024654)",18
42849,"(-1.6608396103822183, 3.3388814762041834)",2
42850,"(-8.362100965405514, 6.1778168065943895)",8
42851,"(5.843205756367083, 6.931353706353296)",9
42852,"(-4.464835689643086, 4.89352729976425)",15
42853,"(-9.58315948584076, 3.251804056860326)",17
42854,"(-9.465605938541858, -8.334274736923629)",7
42855,"(0.4752743454869079, -1.4759097086573814)",14
42856,"(2.1516336911609955, -0.03668235592514524)",1
42857,"(0.16195513833475195, 3.9427468194949045)",2
42858,"(-1.154590570461277, 6.499775289435363)",3
42859,"(-10.4404637751913, 7.164180513733635)",8
42860,"(11.621548637333667, 3.973125588584717)",19
42861,"(0.21332852815241932, 3.5387069458012332)",2
42862,"(1.1510699509179894, 1.6016905078374601)",1
42863,"(3.689881732043542, 1.4360418231509153)",5
42864,"(-5.174040592040383, 7.7027219736202355)",13
42865,"(-10.050525118038856, 2.0341705686907536)",17
42866,"(-4.75370240918272, 5.588341767888114)",15
42867,"(1.5332383953871243, 2.567545523148239)",0
42868,"(-10.206535859110339, 7.268807968283285)",8
42869,"(1.4822880768460376, 2.208368873095325)",18
42870,"(-9.215568680829803, 1.3974376237720627)",12
42871,"(-1.3518187695624722, 8.497972575900004)",3
42872,"(3.3492734481885282, 1.4742817707189082)",18
42873,"(6.123721347735756, 5.665929117108158)",9
42874,"(-0.13292443407132004, 7.241847295309952)",3
42875,"(10.177175462773622, 4.986490349757229)",19
42876,"(0.5037818373721845, -2.0489201181591197)",14
42877,"(0.9142169527481611, 5.562954457059204)",0
42878,"(0.4531763243734286, 6.278763221272152)",11
42879,"(-1.8496952691276667, 2.2206778829551403)",2
42880,"(-8.52014819830885, -6.767648403789183)",7
42881,"(-5.669837831862848, 7.410212155081925)",13
42882,"(0.6087586739041844, 8.227089382829071)",6
42883,"(-11.783259860839296, 3.2040016177168686)",17
42884,"(-0.44176600660534776, 1.2332550006361125)",16
42885,"(5.483695296191885, 0.05830450053742953)",5
42886,"(-4.466416928713185, 7.937772426196174)",15
42887,"(5.01812229201969, 0.7244716507256254)",5
42888,"(-1.5236524645176606, 1.3837779699521293)",16
42889,"(5.275518498850269, 8.642685429891387)",9
42890,"(9.60172393040039, 6.311080740564401)",10
42891,"(-0.3200258811020553, 2.2625058988288687)",16
42892,"(0.4226276886152638, 4.6400413478188005)",0
42893,"(0.8688987934438428, 0.3392931728901821)",1
42894,"(2.0997653379210375, 1.7203367138884342)",18
42895,"(-7.59595330495768, 9.249640946486695)",13
42896,"(-8.908508544907958, -7.077766557776885)",7
42897,"(-10.10012966025671, 4.830281808474439)",8
42898,"(8.324090286614194, 4.3979748122265425)",19
42899,"(6.303232669201399, 2.1113610401842564)",5
42900,"(0.21169307444163366, 3.381511583331567)",2
42901,"(-0.05151637582930191, 5.976664328692584)",11
42902,"(-7.372357509254141, 8.521124919218382)",13
42903,"(9.165404492256073, -1.8646659370751713)",4
42904,"(8.385179247220064, -3.6936847168365605)",4
42905,"(9.992765500216487, 2.7751330654213167)",19
42906,"(-7.218282253588766, 8.786353467048063)",13
42907,"(-5.69379748403208, 8.533408441939272)",13
42908,"(-0.5812152555412599, 6.1786990014274785)",11
42909,"(0.3743646370598433, -1.7618124930991803)",14
42910,"(1.0197154598534963, 9.568725385082404)",6
42911,"(-5.0939370364724414, 9.905313590955178)",13
42912,"(-0.866224080713073, 0.6942632594248651)",16
42913,"(7.9274924954094015, 7.911524408959385)",10
42914,"(-8.512365939993755, 8.002397404814449)",8
42915,"(9.441152210133502, -0.6723465884102464)",4
42916,"(-1.3325507727444856, 10.021165636797411)",3
42917,"(2.9407091287733174, -0.5424852276101155)",1
42918,"(-0.4307946429077434, 2.720583138684576)",2
42919,"(5.138058117767095, 0.5463633320061398)",5
42920,"(8.405586301835404, 5.6488470898504035)",10
42921,"(6.5023280188330155, 7.385947592884964)",9
42922,"(1.2076394132647446, 8.60556647469323)",6
42923,"(-10.569690088311617, 7.600204889650923)",8
42924,"(-10.516584026198963, 2.980008625833462)",17
42925,"(-0.5240582974320755, 3.4852831868547143)",0
42926,"(-7.935979899649633, 8.41490787773083)",13
42927,"(-5.916708718368357, 3.5166405334288697)",12
42928,"(-0.7867801977128279, 7.541401892279853)",3
42929,"(0.7354730130142648, 8.091954322171265)",6
42930,"(9.033694356694273, -2.8549659155045246)",4
42931,"(-0.47115150752484647, 7.462593863253002)",3
42932,"(4.6949766003261315, 1.4649723467862819)",5
42933,"(6.09869878746334, 6.703744160853357)",9
42934,"(5.134628268836542, 8.463582224595608)",9
42935,"(-4.792607948381198, 10.272427486916905)",13
42936,"(-0.028052633668118387, 3.305595599216526)",0
42937,"(-9.404010593484358, 6.627615156086966)",8
42938,"(4.404128354272888, 1.5831008281707424)",1
42939,"(0.49623642172819965, 6.132562756836616)",0
42940,"(2.566087565188432, 2.909579070335652)",18
42941,"(-1.8637574358122846, 3.4146489258013526)",2
42942,"(-0.23785469466757048, 3.01296646836224)",16
42943,"(-10.909033714890699, 1.4041666409332607)",17
42944,"(2.4507955092811273, 1.0905824068546914)",1
42945,"(-0.1904300482883552, 7.408534034529885)",3
42946,"(-9.553929020686866, 4.931783096498208)",8
42947,"(-8.783882978601328, 2.580588558458006)",12
42948,"(2.992952302331356, 0.2638355961411506)",1
42949,"(10.048461872699413, 6.609599127791718)",10
42950,"(5.069588694674599, 0.45645425664372424)",5
42951,"(9.732730855957039, 4.070445577588431)",19
42952,"(-7.466883843542702, 2.0523516134039155)",12
42953,"(2.4805654063418974, 0.8096238379459709)",1
42954,"(-6.285704666137239, 3.1219016289728696)",12
42955,"(-7.999270270567203, 3.4567124255895485)",12
42956,"(9.887418938016971, 5.062170316466124)",10
42957,"(-0.8857076259340408, 8.634954020263958)",3
42958,"(7.965097408695706, 6.324599013944011)",10
42959,"(0.40033447102496034, 5.86488588434414)",0
42960,"(-9.020658910443306, 5.367454852756527)",8
42961,"(1.9885451213035694, 4.261610214731834)",0
42962,"(-0.8771625820630826, 3.325620685918422)",2
42963,"(0.7665228583270965, 10.763651276874455)",6
42964,"(1.8229598461341483, 1.869145097374067)",18
42965,"(8.657539529107902, 4.551162532251101)",19
42966,"(1.8914376781216395, 8.441494208996538)",6
42967,"(3.4844911008182162, 1.3322059474475705)",1
42968,"(-5.382233935612217, 5.3031736940910434)",15
42969,"(-7.545544673436546, 3.402454314307225)",12
42970,"(-10.030533789008516, 1.9516478706962603)",17
42971,"(7.866933916874478, 2.4066337092453125)",19
42972,"(-8.572785846955988, -9.352843473060913)",7
42973,"(-1.9132298800625391, 0.9884540083185406)",16
42974,"(-7.329793277592114, 4.35644004974916)",12
42975,"(5.7299788088134, 0.4424330453177908)",5
